event_id,event_type,source_organization,document_id,event_date,facility,region,activity,equipment,energy_type,sif_potential,sif_label_type,actual_consequence,injury,fatality,dataset_tier,ml_eligibility
EVT-IMCA-0211,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0211,2024-09-25,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,winch,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0212,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0212,2024-09-25,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0213,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0213,2024-09-04,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0214,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0214,2024-09-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0215,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0215,2024-09-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),PRESSURE,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0216,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0216,2024-09-03,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,suspended load,GRAVITATIONAL,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0217,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0217,2024-09-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0218,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0218,2024-09-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0219,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0219,2024-08-29,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,scaffold,GRAVITATIONAL,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0220,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0220,2024-08-29,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0221,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0221,2024-08-29,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),GRAVITATIONAL,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0222,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0222,2024-08-29,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,EXPLICIT,None reported / Equipment stoppage or minor disruption.,,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0223,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0223,2024-08-29,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0224,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0224,2024-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0225,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0225,2024-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0226,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0226,2024-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0227,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0227,2024-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0228,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0228,2024-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0229,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0229,2024-07-31,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0230,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0230,2024-07-31,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),PRESSURE,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0231,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0231,2024-07-31,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,hose,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0232,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0232,2024-07-31,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0233,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0233,2024-07-31,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0234,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0234,2024-07-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0235,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0235,2024-07-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0236,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0236,2024-07-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0237,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0237,2024-07-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,winch,PRESSURE,TRUE,DERIVED,Personal injury sustained (Burn injury).,Burn injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0238,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0238,2024-07-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0239,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0239,2024-07-02,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,winch,GRAVITATIONAL,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0240,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0240,2024-07-02,Wind Turbine Generator,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0241,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0241,2024-07-02,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0242,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0242,2024-07-02,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0243,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0243,2024-07-02,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0244,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0244,2024-06-18,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pressure safety valve,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0245,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0245,2024-06-18,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0246,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0246,2024-06-18,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0247,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0247,2024-06-18,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0248,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0248,2024-06-18,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,suspended load,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0249,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0249,2024-06-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0250,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0250,2024-06-03,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0251,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0251,2024-06-03,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0252,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0252,2024-06-03,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0253,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0253,2024-06-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,suspended load,GRAVITATIONAL,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0254,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0254,2024-05-22,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0255,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0255,2024-05-22,Wind Turbine Generator,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0256,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0256,2024-05-22,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,entangled,KINETIC,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0257,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0257,2024-05-22,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,hose,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0258,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0258,2024-05-22,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0259,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0259,2024-04-30,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0260,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0260,2024-04-30,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0261,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0261,2024-04-30,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,None reported / Equipment stoppage or minor disruption.,,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0262,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0262,2024-04-30,Barge,International Marine & Offshore,Lifting & Rigging Operations,winch,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0263,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0263,2024-04-30,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,hose,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0264,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0264,2024-04-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,winch,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0265,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0265,2024-04-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0266,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0266,2024-04-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0267,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0267,2024-04-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0268,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0268,2024-04-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0269,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0269,2024-03-27,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0270,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0270,2024-03-27,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,UNKNOWN,UNKNOWN,UNKNOWN,None reported / Equipment stoppage or minor disruption.,,False,BRONZE,QUARANTINED
EVT-IMCA-0271,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0271,2024-03-27,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Personal injury sustained (Burn injury).,Burn injury,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0272,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0272,2024-03-27,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
