event_id,event_type,source_organization,document_id,event_date,facility,region,activity,equipment,energy_type,sif_potential,sif_label_type,actual_consequence,injury,fatality,dataset_tier,ml_eligibility
EVT-IMCA-0120,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0120,2025-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0121,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0121,2025-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0122,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0122,2025-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0123,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0123,2025-08-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0124,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0124,2025-07-31,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0125,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0125,2025-07-31,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0126,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0126,2025-07-31,UNKNOWN,International Marine & Offshore,Subsea & Diving Operations,voltage,ELECTRICAL,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0127,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0127,2025-07-31,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0128,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0128,2025-07-31,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0129,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0129,2025-07-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0130,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0130,2025-07-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0131,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0131,2025-07-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0132,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0132,2025-07-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Personal injury sustained (Burn injury).,Burn injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0133,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0133,2025-07-03,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0134,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0134,2025-06-18,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0135,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0135,2025-06-18,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0136,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0136,2025-06-18,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0137,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0137,2025-06-18,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0138,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0138,2025-06-18,Barge,International Marine & Offshore,Lifting & Rigging Operations,valve,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0139,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0139,2025-06-18,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,winch,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0140,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0140,2025-06-04,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Personal injury sustained (Burn injury).,Burn injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0141,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0141,2025-06-04,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0142,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0142,2025-06-04,Barge,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0143,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0143,2025-06-04,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0144,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0144,2025-06-04,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0145,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0145,2025-05-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0146,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0146,2025-05-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0147,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0147,2025-05-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0148,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0148,2025-05-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0149,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0149,2025-05-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0150,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0150,2025-04-29,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0151,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0151,2025-04-29,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0152,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0152,2025-04-29,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Personal injury sustained (Burn injury).,Burn injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0153,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0153,2025-04-29,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0154,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0154,2025-04-29,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0155,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0155,2025-04-16,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0156,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0156,2025-04-16,Jack-up Rig,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0157,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0157,2025-04-16,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0158,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0158,2025-04-16,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0159,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0159,2025-04-03,Mobile Offshore Drilling Unit (MODU),International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0160,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0160,2025-03-19,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,winch,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0161,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0161,2025-03-19,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0162,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0162,2025-03-19,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0163,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0163,2025-03-19,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,hose,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0164,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0164,2025-03-19,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0165,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0165,2025-03-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0166,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0166,2025-03-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0167,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0167,2025-03-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0168,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0168,2025-03-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0169,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0169,2025-03-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,Personal injury sustained (Burn injury).,Burn injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0170,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0170,2025-02-20,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0171,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0171,2025-02-20,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),GRAVITATIONAL,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0172,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0172,2025-02-20,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0173,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0173,2025-02-20,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0174,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0174,2025-02-20,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0175,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0175,2025-02-20,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0176,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0176,2025-02-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,hose,PRESSURE,TRUE,DERIVED,Personal injury sustained (Burn injury).,Burn injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0177,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0177,2025-02-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0178,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0178,2025-02-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0179,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0179,2025-02-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0180,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0180,2025-02-06,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0181,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0181,2025-01-23,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0182,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0182,2024-12-17,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),GRAVITATIONAL,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0183,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0183,2024-12-17,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,flare,GRAVITATIONAL,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0184,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0184,2024-12-17,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0185,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0185,2024-12-17,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0186,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0186,2024-12-17,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,hose,PRESSURE,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0187,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0187,2024-11-27,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),PRESSURE,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0188,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0188,2024-11-27,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0189,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0189,2024-11-27,Wind Turbine Generator,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0190,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0190,2024-11-27,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0191,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0191,2024-11-27,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0192,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0192,2024-11-12,Diving Support Vessel (DSV),International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,EXPLICIT,No injuries occurred (Near Miss / Potential Consequence only).,None,False,GOLD,ML_ELIGIBLE
EVT-IMCA-0193,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0193,2024-11-11,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0194,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0194,2024-11-11,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0195,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0195,2024-11-11,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,Personal injury sustained (Burn injury).,Burn injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0196,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0196,2024-11-11,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,crane,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0197,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0197,2024-10-24,UNKNOWN,International Marine & Offshore,Lifting & Rigging Operations,crane load,GRAVITATIONAL,TRUE,DERIVED,Personal injury sustained (Burn injury).,Burn injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0198,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0198,2024-10-24,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,fast rescue craft (FRC),GRAVITATIONAL,TRUE,DERIVED,Lost time / serious personal injury sustained.,Fracture / Lost time injury,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0199,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0199,2024-10-24,Wind Turbine Generator,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0200,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0200,2024-10-24,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,crane,GRAVITATIONAL,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0201,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0201,2024-10-24,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0202,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0202,2024-10-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,Fatal injury occurred.,Fatal injury,True,SILVER,ML_ELIGIBLE
EVT-IMCA-0203,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0203,2024-10-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,No injuries occurred (Near Miss / Potential Consequence only).,None,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0204,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0204,2024-10-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,hose,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0205,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0205,2024-10-14,UNKNOWN,International Marine & Offshore,General Industrial / Offshore Operations,,THERMAL,UNKNOWN,UNKNOWN,No injuries occurred (Near Miss / Potential Consequence only).,None,False,BRONZE,QUARANTINED
EVT-IMCA-0207,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0207,2024-10-14,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,EXPLICIT,Fatal injury occurred.,Fatal injury,True,GOLD,ML_ELIGIBLE
EVT-IMCA-0208,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0208,2024-09-25,Offshore Fixed Platform,International Marine & Offshore,Lifting & Rigging Operations,pump,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0209,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0209,2024-09-25,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,pump,GRAVITATIONAL,TRUE,DERIVED,Minor injury requiring first aid or medical attention.,First aid / minor laceration or contusion,False,SILVER,ML_ELIGIBLE
EVT-IMCA-0210,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0210,2024-09-25,Tanker Vessel,International Marine & Offshore,Lifting & Rigging Operations,valve,PRESSURE,TRUE,DERIVED,None reported / Equipment stoppage or minor disruption.,,False,SILVER,ML_ELIGIBLE
